-0.93445,-0.24675,-0.44032,0.03277,-0.78274
2.34895,-0.26825,1.34533,1.91304,0.2005
1.30017,-0.82949,1.81552,1.33802,0.38863
0.26342,-0.60423,-0.57162,0.12318,0.1606
0.15942,0.94071,-0.03438,-0.15683,-1.00227
0.75272,0.15386,0.32807,1.13025,-0.06533
-0.03876,-0.24797,-0.56574,0.46781,-1.01632
1.6753,1.4535,0.73992,0.47102,0.59542
0.64751,1.20055,0.69116,1.92141,-1.71896
0.03358,-0.5205,-1.32497,0.60773,0.78883
2.09099,-2.0398,1.13518,3.20641,0.26061
0.96056,0.08708,0.57666,1.63217,0.0342
-0.70173,1.49141,-0.70606,-1.75261,-0.32768
-1.15468,0.68696,0.20082,-0.47368,0.69077
0.99445,1.92389,0.15171,0.24692,0.03743
-0.03306,-0.84613,-1.12366,0.15356,-0.71448
0.78308,0.80535,0.88914,1.28579,-0.28033
0.54591,0.12053,-0.86975,-0.73566,-0.86152
0.43497,0.5028,1.80655,0.29121,-1.70473
-1.04189,-0.80814,-1.69393,0.07864,-1.22961
-0.70654,-1.59956,-1.31271,-0.91132,1.16542
0.04932,-1.67887,0.69948,0.07851,-0.57693
1.58893,0.99518,0.2185,1.67857,0.40445
-0.15307,-1.19874,-0.24514,1.16527,-0.16037
-0.94488,1.12996,-3.12048,-0.90721,-1.02545
-2.22052,-0.29987,-2.06602,-2.48886,-1.56527
-1.41466,1.42465,0.95508,-0.35307,0.32946
1.46432,0.19436,0.93879,1.14978,-0.31329
1.28351,0.82136,1.62051,0.59467,-0.59808
0.86391,1.54657,1.49526,-1.36527,1.2335
1.64499,1.80854,1.82006,0.13101,0.48984
-1.97671,3.39035,0.50004,-1.9322,0.60156
-2.77817,-0.10313,-0.58315,-1.51052,-1.40711
-2.1903,0.53554,-1.8013,0.08134,-1.44725
0.9133,0.27077,0.49912,0.79725,0.05117
-0.50334,1.99563,1.51283,-0.56205,-0.99017
-1.30728,-1.95288,-1.39484,-0.9337,0.07192
-0.05197,0.64724,1.68199,0.2586,0.1719
1.60724,1.53083,-0.40727,0.58611,0.13586
-0.98947,2.03339,-0.63164,0.04746,-1.13486
-0.2964,0.67994,1.3717,-0.60784,1.15282
2.47214,-0.08086,1.00188,0.34384,-0.27698
-0.05954,-0.68583,-1.19232,-0.4767,-0.36354
-1.80439,0.10003,-0.81321,-2.37594,-1.70618
-0.21581,0.30928,2.5194,-1.40271,0.45009
1.78225,1.18809,2.54423,0.71157,0.05428
2.15085,-0.28884,0.73735,-0.2814,1.13392
1.59623,-0.62023,1.03896,3.3128,0.43068
-0.01864,-1.08629,-1.48864,0.33957,-0.07517
2.34038,0.32072,1.75138,0.69359,2.148
-0.91805,-1.34769,-2.01515,-0.79744,-1.28383
-4.50263,-0.22819,-4.25373,-3.53118,0.37083
-0.06192,0.49578,1.03807,0.59449,0.95968
1.05861,-0.37541,-0.06848,0.39705,-0.29468
2.64774,-0.62596,1.55148,1.77202,-0.78988
1.39106,1.85587,1.79831,1.4889,-0.82699
0.63962,-1.25351,-0.95674,1.09605,0.59789
0.06921,-0.33015,0.18154,0.54868,0.62351
-0.14914,0.26817,-0.29855,-0.6875,0.33135
-2.55893,0.95923,-0.3353,-1.41374,0.53512
1.90048,1.55743,3.57885,0.06754,0.48822
-1.29193,1.98403,-0.14664,-1.51646,-0.63257
0.33391,1.21711,1.34269,0.78441,1.26634
1.93425,0.50803,2.34295,0.59077,-0.31088
1.57834,-0.14684,1.41524,-0.83058,3.05449
1.22715,0.45888,1.33515,0.62714,1.71723
-0.29941,0.39523,-0.12708,-0.64593,1.16809
-2.05895,3.62477,0.39648,-2.93837,0.78514
-1.28038,3.64085,1.8163,-3.30475,-0.61001
-2.17682,-1.08876,0.15922,0.46307,-0.80819
-3.41413,-1.86561,-3.00462,-1.85442,-0.13581
1.03945,-1.67791,0.1623,0.00458,1.51229
-0.36492,-0.85967,-1.44549,-1.25643,-0.56909
2.31395,-3.01669,-0.31139,3.0848,0.90883
-0.50733,-1.04128,-1.88283,-1.59538,0.6642
-2.66703,-0.37673,-1.53083,-1.94826,-0.03184
-0.65952,0.97899,1.78688,0.05011,0.41038
1.88706,1.06245,1.79977,1.36601,1.96454
-0.99117,-0.05951,-1.39927,-0.79914,-1.33987
0.50446,2.03478,2.31858,0.76912,-0.16151
2.98795,-0.06067,1.141,1.26933,1.20102
0.29885,-0.71644,-1.36985,1.47373,1.02134
-4.77525,-0.01248,-3.29507,-3.12852,0.07445
-1.21775,0.57052,2.07184,-1.42765,0.24316
1.31958,0.75153,0.74542,0.68269,0.68489
2.32895,-1.51695,0.19477,1.28059,1.74861
0.62099,0.04414,0.39803,0.54874,0.03278
-0.07264,-0.69331,0.53489,1.12502,0.34936
3.22997,0.06747,2.21981,2.03019,0.69164
1.52773,-1.95066,-0.52421,2.0862,-0.12118
2.23278,-2.21836,-0.93842,1.35659,0.56067
3.49052,-0.3411,1.21523,1.03542,0.84267
1.58903,1.42788,0.52358,0.83042,-0.13962
-1.4459,1.65806,-1.00611,-2.68356,0.24164
-0.2768,-0.28966,0.61977,-0.48387,0.63371
0.24204,0.9288,1.37536,-0.64516,0.11286
-0.90952,1.69392,1.76155,0.28363,-0.24632
0.24091,0.69366,0.72248,0.28471,-0.06406
0.49311,-0.10265,-0.91613,0.60986,-0.55496
-0.63699,-1.18798,-2.4726,0.78546,0.40959
-0.43003,0.67047,-0.7188,0.85837,0.75794
2.33766,1.55676,1.57989,0.3912,1.92428
1.14979,0.74065,0.82876,0.13543,0.45848
-0.27058,0.13812,1.04946,0.60308,0.35629
-1.96397,-1.52225,0.41849,-2.53399,0.69154
1.69305,-0.73569,0.85236,0.56639,2.32156
0.15344,0.72442,0.65519,-0.84693,-0.0152
-1.19444,4.05186,0.3419,-1.59378,1.21822
-2.42127,2.3423,0.22797,-3.23295,0.3144
-2.50451,1.29098,0.67157,-2.81547,-1.34011
-2.80317,1.82922,0.50855,-3.52656,0.38772
-3.40671,3.58101,0.78494,-3.58504,0.8601
0.03271,-0.06631,0.97192,0.03843,-0.39172
-0.68547,0.49919,-0.88811,-0.74151,-1.20811
-3.52775,0.62418,-0.09561,-3.13475,-0.32367
-3.28343,2.22226,-0.00598,-3.61934,0.97727
-1.16158,1.21653,0.23613,-0.36527,0.46509
-1.4579,-0.49916,-0.67167,-1.51695,1.16965
2.3754,-0.9922,1.30365,1.02673,1.5742
0.81079,-1.1956,-0.79932,1.04822,-0.40216
5.14645,-0.74081,2.14709,4.72504,2.80588
