0.01317,-1.26351,-0.4197,0.75522,-1.05718
1.3897,0.0821,0.97753,0.41049,0.10953
1.0131,0.0592,0.73785,-0.18237,-0.46882
0.69436,1.05881,0.16222,-0.39401,1.0522
1.20082,-0.332,0.69966,-0.72043,-1.42424
0.35267,-0.09393,0.6013,0.49174,0.62751
1.12148,0.99159,0.91294,-0.92735,-0.08429
-0.40699,-3.1661,0.77458,-2.22563,-1.19785
-1.2756,-1.98504,1.70379,-1.63594,-1.10603
-0.50388,-1.22617,-0.95404,-1.56073,-0.1271
-0.31163,-2.63473,-2.1448,-1.21894,0.68561
0.80021,0.74714,-0.1861,-0.63143,0.69836
-0.90725,-1.28453,-0.52935,-1.77876,-1.87198
1.5139,0.92678,0.32237,-0.08824,1.67275
-2.2149,-1.34075,0.41639,-0.69721,-1.79926
0.96276,2.42074,-1.08921,1.29044,0.74879
0.17819,-1.3622,-0.84216,-0.84228,-0.91812
-0.11718,-0.74568,0.36156,-1.93807,0.53239
-0.04192,1.06157,-1.61402,-0.16709,-0.38724
0.93407,1.68192,-0.05187,-0.38688,-0.12846
-0.74921,-0.91875,1.29314,-1.65696,-1.4284
-0.15235,-0.62301,1.61368,0.38087,-0.65532
1.7095,2.82345,1.34396,1.31433,0.63324
-0.78971,-0.55265,2.18052,0.1677,-0.89626
-0.5043,0.03233,1.17192,-0.16542,2.02996
-1.06755,1.10382,1.09507,0.27861,2.10559
1.88486,1.69609,-1.2493,0.75893,0.5117
-1.01181,-1.47481,1.60849,-1.09695,-2.13372
-0.81187,-1.15973,0.01962,0.18366,0.91657
-0.15486,-0.10211,0.08526,-1.14736,-0.273
-3.09578,-0.59468,1.21802,-0.61091,-0.57743
0.77434,1.38861,1.00727,-0.66633,2.01442
1.14795,1.70552,-0.82759,-0.38687,-0.04133
0.83007,2.02706,0.00066,1.0813,1.29888
-0.43999,1.01611,-0.2315,0.49366,0.48913
-0.10407,1.82791,-0.5747,0.79535,1.13633
0.28533,-0.05024,0.82899,0.15608,-0.24017
-2.24256,-2.68206,0.0619,-2.84579,-1.08979
-1.6195,-1.65349,1.89872,0.17194,0.80443
-0.2234,-0.88678,-0.7707,-1.67999,0.33929
